,Name,Period,Diet,Country,UE
24,Microvenator celer,no info,no info,no info,no info
25,Oviraptor philoceratops,no info,no info,no info,no info
26,Pachycephalosaurus wyomingensis,no info,no info,no info,no info
27,Prosaurolophus maximus,no info,no info,no info,no info
28,Psittacosaurus mongoliensis,no info,no info,no info,no info
29,Saurolophus osborni,no info,no info,no info,no info
30,Sauropelta edwardsi,no info,no info,no info,no info
31,Saurornithoides mongoliensis,no info,no info,no info,no info
32,Struthiomimus altus,no info,no info,no info,no info
33,Styracosaurus albertensis,no info,no info,no info,no info
34,Tenontosaurus tilletti,no info,no info,no info,no info
35,Triceratops horridus,no info,no info,no info,no info
36,Tyrannosaurus rex,no info,no info,no info,no info
37,Velociraptor mongoliensis,no info,no info,no info,no info
38,Diatryma gigantean,no info,no info,no info,no info
39,Presbyornis pervetus,no info,no info,no info,no info
40,Psilopterus australis,no info,no info,no info,no info
0,Name,no info,no info,no info,no info
1,Abditosaurus,no info,no info,no info,Spain
2,Acanthopholis,no info,no info,no info,"Cretaceous,"
3,Adynomosaurus,no info,no info,no info,Spain
4,Aepisaurus,no info,no info,no info,France
5,Ajkaceratops,no info,no info,no info,Hungary
6,Allosaurus,no info,no info,no info,Tithonian)
7,Alocodon,no info,no info,no info,Portugal
8,Altispinax,no info,no info,no info,
9,Amanzia,no info,no info,no info,Switzerland
10,Ampelosaurus,no info,no info,no info,Marnes
11,Anoplosaurus,no info,no info,no info,England
12,Aragosaurus,no info,no info,no info,Berriasian)
13,Arcovenator,no info,no info,no info,(Late
14,Arenysaurus,no info,no info,no info,Spain
15,Aristosuchus,no info,no info,no info,England
16,Asylosaurus,no info,no info,no info,
17,Atsinganosaurus,no info,no info,no info,(Late
18,Aviatyrannis,no info,no info,no info,Tithonian)
19,Barilium,no info,no info,no info,England
20,Baryonyx,no info,no info,no info,
21,Betasuchus,no info,no info,no info,Netherlands
22,Blasisaurus,no info,no info,no info,Spain
23,Bothriospondylus,no info,no info,no info,England
24,Bradycneme,no info,no info,no info,Romania
25,Brighstoneus,no info,no info,no info,England
26,Burianosaurus,no info,no info,no info,Czech
27,Calamosaurus,no info,no info,no info,England
28,Calamospondylus,no info,no info,no info,England
29,Callovosaurus,no info,no info,no info,England
30,Camarillasaurus,no info,no info,no info,Spain
31,Camelotia,no info,no info,no info,"Jurassic,"
32,Canardia,no info,no info,no info,
33,Cardiodon,no info,no info,no info,
34,Ceratosuchops,no info,no info,no info,England
35,Cetiosauriscus,no info,no info,no info,England
36,Cetiosaurus,no info,no info,no info,Bathonian)
37,Chondrosteosaurus,no info,no info,no info,England
38,Compsognathus,no info,no info,no info,(Late
39,Concavenator,no info,no info,no info,
40,Craspedodon,no info,no info,no info,Belgium
41,Craterosaurus,no info,no info,no info,to
42,Cruxicheiros,no info,no info,no info,
43,Cryptosaurus,no info,no info,no info,England
44,Cumnoria,no info,no info,no info,England
45,Dacentrurus,no info,no info,no info,Lourinhã
46,Demandasaurus,no info,no info,no info,"Cretaceous,"
47,Dinodocus,no info,no info,no info,
48,Dolichosuchus,no info,no info,no info,Germany
49,Draconyx,no info,no info,no info,Portugal
50,Dracopelta,no info,no info,no info,Portugal
51,Dracoraptor,no info,no info,no info,Wales
52,Dromaeosauroides,no info,no info,no info,Denmark
53,Dubreuillosaurus,no info,no info,no info,
54,Duriatitan,no info,no info,no info,England
55,Duriavenator,no info,no info,no info,England
56,Echinodon,no info,no info,no info,England
57,Efraasia,no info,no info,no info,Germany
58,Elopteryx,no info,no info,no info,Romania
59,Emausaurus,no info,no info,no info,Germany
60,Eotyrannus,no info,no info,no info,England
61,Eousdryosaurus,no info,no info,no info,Portugal
62,Erectopus,no info,no info,no info,
63,Eucamerotus,no info,no info,no info,England
64,Eucercosaurus,no info,no info,no info,England
65,Euronychodon,no info,no info,no info,"Cretaceous,"
66,Europasaurus,no info,no info,no info,Kimmeridgian)
67,Europatitan,no info,no info,no info,"Cretaceous,"
68,Europelta,no info,no info,no info,Spain
69,Eustreptospondylus,no info,no info,no info,England
70,Fylax,no info,no info,no info,Spain
71,Galvesaurus,no info,no info,no info,Kimmeridgian
72,Garrigatitan,no info,no info,no info,(Late
73,Genusaurus,no info,no info,no info,France
74,Gideonmantellia,no info,no info,no info,Spain
75,Gigantosaurus,no info,no info,no info,England
76,Haestasaurus,no info,no info,no info,Valanginian)
77,Halticosaurus,no info,no info,no info,Germany
78,Heptasteornis,no info,no info,no info,Romania
79,Histriasaurus,no info,no info,no info,Barremian)
80,Horshamosaurus,no info,no info,no info,England
81,Hungarosaurus,no info,no info,no info,Hungary
82,Hylaeosaurus,no info,no info,no info,Formation
83,Hypselosaurus,no info,no info,no info,(Late
84,Hypselospinus,no info,no info,no info,England
85,Hypsilophodon,no info,no info,no info,Barremian)
86,Iberospinus,no info,no info,no info,
87,Iguanodon,no info,no info,no info,Lower
88,Iliosuchus,no info,no info,no info,England
89,Iuticosaurus,no info,no info,no info,"Cretaceous,"
90,Juratyrant,no info,no info,no info,England
91,Juravenator,no info,no info,no info,Germany
92,Lexovisaurus,no info,no info,no info,England
93,Liliensternus,no info,no info,no info,Rhaetian)
94,Lirainosaurus,no info,no info,no info,"Formation,"
95,Lohuecotitan,no info,no info,no info,"Cretaceous,"
96,Lophostropheus,no info,no info,no info,"Jurassic,"
97,Loricatosaurus,no info,no info,no info,Clay
98,Losillasaurus,no info,no info,no info,Kimmeridgian)
99,Lourinhanosaurus,no info,no info,no info,Tithonian)
100,Lourinhasaurus,no info,no info,no info,Portugal
101,Lusitanosaurus,no info,no info,no info,Portugal
102,Lusotitan,no info,no info,no info,Tithonian)
103,Lusovenator,no info,no info,no info,"Cretaceous,"
104,Macrurosaurus,no info,no info,no info,Albian)
105,Magnamanus,no info,no info,no info,Barremian)
106,Magnosaurus,no info,no info,no info,England
107,Magyarosaurus,no info,no info,no info,Romania
108,Mantellisaurus,no info,no info,no info,"Group,"
109,Marmarospondylus,no info,no info,no info,
110,Matheronodon,no info,no info,no info,(Late
111,Megalosaurus,no info,no info,no info,Formation
112,Metriacanthosaurus,no info,no info,no info,England
113,Miragaia,no info,no info,no info,Tithonian)
114,Mochlodon,no info,no info,no info,Santonian
115,Morelladon,no info,no info,no info,Barremian)
116,Morinosaurus,no info,no info,no info,France
117,Neosodon,no info,no info,no info,(Late
118,Neovenator,no info,no info,no info,Barremian)
119,Normanniasaurus,no info,no info,no info,France
120,Notatesseraeraptor,no info,no info,no info,Switzerland
121,Nuthetes,no info,no info,no info,England
122,Oceanotitan,no info,no info,no info,Portugal
123,Ohmdenosaurus,no info,no info,no info,Germany
124,Oligosaurus,no info,no info,no info,Austria
125,Oplosaurus,no info,no info,no info,England
126,Ornithodesmus,no info,no info,no info,England
127,Ornithomerus,no info,no info,no info,Austria
128,Ornithopsis,no info,no info,no info,England)
129,Orthomerus,no info,no info,no info,Netherlands
130,Ostromia,no info,no info,no info,Germany
131,Owenodon,no info,no info,no info,England
132,Paludititan,no info,no info,no info,Romania
133,Pararhabdodon,no info,no info,no info,Spain
134,Pareisactus,no info,no info,no info,Spain
135,Pelecanimimus,no info,no info,no info,
136,Pelorosaurus,no info,no info,no info,Hauterivian)
137,Pendraig,no info,no info,no info,Rhaetian)
138,Phyllodon,no info,no info,no info,Portugal
139,Piveteausaurus,no info,no info,no info,Callovian)
140,Plateosaurus,no info,no info,no info,Trossingen
141,Pneumatoraptor,no info,no info,no info,Hungary
142,Poekilopleuron,no info,no info,no info,
143,Polacanthus,no info,no info,no info,England
144,Portellsaurus,no info,no info,no info,Barremian)
145,Priodontognathus,no info,no info,no info,
146,Proa,no info,no info,no info,Spain
147,Proceratosaurus,no info,no info,no info,
148,Procompsognathus,no info,no info,no info,Germany
149,Pterospondylus,no info,no info,no info,Germany
150,Pyroraptor,no info,no info,no info,(Late
151,Regnosaurus,no info,no info,no info,Berriasian
152,Rhabdodon,no info,no info,no info,"Saint-Chinian,"
153,Riabininohadros,no info,no info,no info,Crimea
154,Riparovenator,no info,no info,no info,England
155,Ruehleia,no info,no info,no info,Germany
156,Saltriovenator,no info,no info,no info,Italy
157,Sarcolestes,no info,no info,no info,England
158,Sarcosaurus,no info,no info,no info,Sinemurian)
159,Scelidosaurus,no info,no info,no info,Pliensbachian)
160,Schleitheimia,no info,no info,no info,Switzerland
161,Scipionyx,no info,no info,no info,Italy
162,Sciurumimus,no info,no info,no info,Germany
163,Soriatitan,no info,no info,no info,Hauterivian)
164,Stenopelix,no info,no info,no info,
165,Streptospondylus,no info,no info,no info,Jurassic
166,Struthiosaurus,no info,no info,no info,Gosau
167,Syngonosaurus,no info,no info,no info,England
168,Tamarro,no info,no info,no info,Spain
169,Tanystrosuchus,no info,no info,no info,Germany
170,Tarascosaurus,no info,no info,no info,France
171,Tastavinsaurus,no info,no info,no info,Barremian)
172,Taveirosaurus,no info,no info,no info,Maastrichtian)
173,Teinurosaurus,no info,no info,no info,France
174,Telmatosaurus,no info,no info,no info,Romania
175,Tethyshadros,no info,no info,no info,Italy
176,Thecocoelurus,no info,no info,no info,England
177,Thecodontosaurus,no info,no info,no info,England
178,Thecospondylus,no info,no info,no info,Hauterivian)
179,Torvosaurus,no info,no info,no info,(Middle
180,Transylvanosaurus,no info,no info,no info,Romania
181,Trimucrodon,no info,no info,no info,Portugal
182,Tuebingosaurus,no info,no info,no info,Germany
183,Turiasaurus,no info,no info,no info,Kimmeridgian
184,Valdosaurus,no info,no info,no info,Weald
185,Vallibonavenatrix,no info,no info,no info,Barremian)
186,Variraptor,no info,no info,no info,(Late
187,Vectaerovenator,no info,no info,no info,England
188,Vectiraptor,no info,no info,no info,England
189,Velocipes,no info,no info,no info,Poland
190,Volgatitan,no info,no info,no info,Russia
191,Vouivria,no info,no info,no info,
192,Wiehenvenator,no info,no info,no info,Germany
193,Xenoposeidon,no info,no info,no info,Valanginian)
194,Yaverlandia,no info,no info,no info,Barremian)
195,Zalmoxes,no info,no info,no info,(Late
196,Zby,no info,no info,no info,Portugal
197,"hide
vte
Lists",no info,no info,no info,no info
198,Non-avian,no info,no info,no info,European
199,"Birds
African",no info,no info,no info,Antarctic
0,Name,no info,no info,no info,no info
1,Abditosaurus,no info,no info,no info,Spain
2,Acanthopholis,no info,no info,no info,"Cretaceous,"
3,Adynomosaurus,no info,no info,no info,Spain
4,Aepisaurus,no info,no info,no info,France
5,Ajkaceratops,no info,no info,no info,Hungary
6,Allosaurus,no info,no info,no info,Tithonian)
7,Alocodon,no info,no info,no info,Portugal
8,Altispinax,no info,no info,no info,
9,Amanzia,no info,no info,no info,Switzerland
10,Ampelosaurus,no info,no info,no info,Marnes
11,Anoplosaurus,no info,no info,no info,England
12,Aragosaurus,no info,no info,no info,Berriasian)
13,Arcovenator,no info,no info,no info,(Late
14,Arenysaurus,no info,no info,no info,Spain
15,Aristosuchus,no info,no info,no info,England
16,Asylosaurus,no info,no info,no info,
17,Atsinganosaurus,no info,no info,no info,(Late
18,Aviatyrannis,no info,no info,no info,Tithonian)
19,Barilium,no info,no info,no info,England
20,Baryonyx,no info,no info,no info,
21,Betasuchus,no info,no info,no info,Netherlands
22,Blasisaurus,no info,no info,no info,Spain
23,Bothriospondylus,no info,no info,no info,England
24,Bradycneme,no info,no info,no info,Romania
25,Brighstoneus,no info,no info,no info,England
26,Burianosaurus,no info,no info,no info,Czech
27,Calamosaurus,no info,no info,no info,England
28,Calamospondylus,no info,no info,no info,England
29,Callovosaurus,no info,no info,no info,England
30,Camarillasaurus,no info,no info,no info,Spain
31,Camelotia,no info,no info,no info,"Jurassic,"
32,Canardia,no info,no info,no info,
33,Cardiodon,no info,no info,no info,
34,Ceratosuchops,no info,no info,no info,England
35,Cetiosauriscus,no info,no info,no info,England
36,Cetiosaurus,no info,no info,no info,Bathonian)
37,Chondrosteosaurus,no info,no info,no info,England
38,Compsognathus,no info,no info,no info,(Late
39,Concavenator,no info,no info,no info,
40,Craspedodon,no info,no info,no info,Belgium
41,Craterosaurus,no info,no info,no info,to
42,Cruxicheiros,no info,no info,no info,
43,Cryptosaurus,no info,no info,no info,England
44,Cumnoria,no info,no info,no info,England
45,Dacentrurus,no info,no info,no info,Lourinhã
46,Demandasaurus,no info,no info,no info,"Cretaceous,"
47,Dinodocus,no info,no info,no info,
48,Dolichosuchus,no info,no info,no info,Germany
49,Draconyx,no info,no info,no info,Portugal
50,Dracopelta,no info,no info,no info,Portugal
51,Dracoraptor,no info,no info,no info,Wales
52,Dromaeosauroides,no info,no info,no info,Denmark
53,Dubreuillosaurus,no info,no info,no info,
54,Duriatitan,no info,no info,no info,England
55,Duriavenator,no info,no info,no info,England
56,Echinodon,no info,no info,no info,England
57,Efraasia,no info,no info,no info,Germany
58,Elopteryx,no info,no info,no info,Romania
59,Emausaurus,no info,no info,no info,Germany
60,Eotyrannus,no info,no info,no info,England
61,Eousdryosaurus,no info,no info,no info,Portugal
62,Erectopus,no info,no info,no info,
63,Eucamerotus,no info,no info,no info,England
64,Eucercosaurus,no info,no info,no info,England
65,Euronychodon,no info,no info,no info,"Cretaceous,"
66,Europasaurus,no info,no info,no info,Kimmeridgian)
67,Europatitan,no info,no info,no info,"Cretaceous,"
68,Europelta,no info,no info,no info,Spain
69,Eustreptospondylus,no info,no info,no info,England
70,Fylax,no info,no info,no info,Spain
71,Galvesaurus,no info,no info,no info,Kimmeridgian
72,Garrigatitan,no info,no info,no info,(Late
73,Genusaurus,no info,no info,no info,France
74,Gideonmantellia,no info,no info,no info,Spain
75,Gigantosaurus,no info,no info,no info,England
76,Haestasaurus,no info,no info,no info,Valanginian)
77,Halticosaurus,no info,no info,no info,Germany
78,Heptasteornis,no info,no info,no info,Romania
79,Histriasaurus,no info,no info,no info,Barremian)
80,Horshamosaurus,no info,no info,no info,England
81,Hungarosaurus,no info,no info,no info,Hungary
82,Hylaeosaurus,no info,no info,no info,Formation
83,Hypselosaurus,no info,no info,no info,(Late
84,Hypselospinus,no info,no info,no info,England
85,Hypsilophodon,no info,no info,no info,Barremian)
86,Iberospinus,no info,no info,no info,
87,Iguanodon,no info,no info,no info,Lower
88,Iliosuchus,no info,no info,no info,England
89,Iuticosaurus,no info,no info,no info,"Cretaceous,"
90,Juratyrant,no info,no info,no info,England
91,Juravenator,no info,no info,no info,Germany
92,Lexovisaurus,no info,no info,no info,England
93,Liliensternus,no info,no info,no info,Rhaetian)
94,Lirainosaurus,no info,no info,no info,"Formation,"
95,Lohuecotitan,no info,no info,no info,"Cretaceous,"
96,Lophostropheus,no info,no info,no info,"Jurassic,"
97,Loricatosaurus,no info,no info,no info,Clay
98,Losillasaurus,no info,no info,no info,Kimmeridgian)
99,Lourinhanosaurus,no info,no info,no info,Tithonian)
100,Lourinhasaurus,no info,no info,no info,Portugal
101,Lusitanosaurus,no info,no info,no info,Portugal
102,Lusotitan,no info,no info,no info,Tithonian)
103,Lusovenator,no info,no info,no info,"Cretaceous,"
104,Macrurosaurus,no info,no info,no info,Albian)
105,Magnamanus,no info,no info,no info,Barremian)
106,Magnosaurus,no info,no info,no info,England
107,Magyarosaurus,no info,no info,no info,Romania
108,Mantellisaurus,no info,no info,no info,"Group,"
109,Marmarospondylus,no info,no info,no info,
110,Matheronodon,no info,no info,no info,(Late
111,Megalosaurus,no info,no info,no info,Formation
112,Metriacanthosaurus,no info,no info,no info,England
113,Miragaia,no info,no info,no info,Tithonian)
114,Mochlodon,no info,no info,no info,Santonian
115,Morelladon,no info,no info,no info,Barremian)
116,Morinosaurus,no info,no info,no info,France
117,Neosodon,no info,no info,no info,(Late
118,Neovenator,no info,no info,no info,Barremian)
119,Normanniasaurus,no info,no info,no info,France
120,Notatesseraeraptor,no info,no info,no info,Switzerland
121,Nuthetes,no info,no info,no info,England
122,Oceanotitan,no info,no info,no info,Portugal
123,Ohmdenosaurus,no info,no info,no info,Germany
124,Oligosaurus,no info,no info,no info,Austria
125,Oplosaurus,no info,no info,no info,England
126,Ornithodesmus,no info,no info,no info,England
127,Ornithomerus,no info,no info,no info,Austria
128,Ornithopsis,no info,no info,no info,England)
129,Orthomerus,no info,no info,no info,Netherlands
130,Ostromia,no info,no info,no info,Germany
131,Owenodon,no info,no info,no info,England
132,Paludititan,no info,no info,no info,Romania
133,Pararhabdodon,no info,no info,no info,Spain
134,Pareisactus,no info,no info,no info,Spain
135,Pelecanimimus,no info,no info,no info,
136,Pelorosaurus,no info,no info,no info,Hauterivian)
137,Pendraig,no info,no info,no info,Rhaetian)
138,Phyllodon,no info,no info,no info,Portugal
139,Piveteausaurus,no info,no info,no info,Callovian)
140,Plateosaurus,no info,no info,no info,Trossingen
141,Pneumatoraptor,no info,no info,no info,Hungary
142,Poekilopleuron,no info,no info,no info,
143,Polacanthus,no info,no info,no info,England
144,Portellsaurus,no info,no info,no info,Barremian)
145,Priodontognathus,no info,no info,no info,
146,Proa,no info,no info,no info,Spain
147,Proceratosaurus,no info,no info,no info,
148,Procompsognathus,no info,no info,no info,Germany
149,Pterospondylus,no info,no info,no info,Germany
150,Pyroraptor,no info,no info,no info,(Late
151,Regnosaurus,no info,no info,no info,Berriasian
152,Rhabdodon,no info,no info,no info,"Saint-Chinian,"
153,Riabininohadros,no info,no info,no info,Crimea
154,Riparovenator,no info,no info,no info,England
155,Ruehleia,no info,no info,no info,Germany
156,Saltriovenator,no info,no info,no info,Italy
157,Sarcolestes,no info,no info,no info,England
158,Sarcosaurus,no info,no info,no info,Sinemurian)
159,Scelidosaurus,no info,no info,no info,Pliensbachian)
160,Schleitheimia,no info,no info,no info,Switzerland
161,Scipionyx,no info,no info,no info,Italy
162,Sciurumimus,no info,no info,no info,Germany
163,Soriatitan,no info,no info,no info,Hauterivian)
164,Stenopelix,no info,no info,no info,
165,Streptospondylus,no info,no info,no info,Jurassic
166,Struthiosaurus,no info,no info,no info,Gosau
167,Syngonosaurus,no info,no info,no info,England
168,Tamarro,no info,no info,no info,Spain
169,Tanystrosuchus,no info,no info,no info,Germany
170,Tarascosaurus,no info,no info,no info,France
171,Tastavinsaurus,no info,no info,no info,Barremian)
172,Taveirosaurus,no info,no info,no info,Maastrichtian)
173,Teinurosaurus,no info,no info,no info,France
174,Telmatosaurus,no info,no info,no info,Romania
175,Tethyshadros,no info,no info,no info,Italy
176,Thecocoelurus,no info,no info,no info,England
177,Thecodontosaurus,no info,no info,no info,England
178,Thecospondylus,no info,no info,no info,Hauterivian)
179,Torvosaurus,no info,no info,no info,(Middle
180,Transylvanosaurus,no info,no info,no info,Romania
181,Trimucrodon,no info,no info,no info,Portugal
182,Tuebingosaurus,no info,no info,no info,Germany
183,Turiasaurus,no info,no info,no info,Kimmeridgian
184,Valdosaurus,no info,no info,no info,Weald
185,Vallibonavenatrix,no info,no info,no info,Barremian)
186,Variraptor,no info,no info,no info,(Late
187,Vectaerovenator,no info,no info,no info,England
188,Vectiraptor,no info,no info,no info,England
189,Velocipes,no info,no info,no info,Poland
190,Volgatitan,no info,no info,no info,Russia
191,Vouivria,no info,no info,no info,
192,Wiehenvenator,no info,no info,no info,Germany
193,Xenoposeidon,no info,no info,no info,Valanginian)
194,Yaverlandia,no info,no info,no info,Barremian)
195,Zalmoxes,no info,no info,no info,(Late
196,Zby,no info,no info,no info,Portugal
197,"hide
vte
Lists",no info,no info,no info,no info
198,Non-avian,no info,no info,no info,European
199,"Birds
African",no info,no info,no info,Antarctic
0,Name,no info,no info,no info,no info
1,Abditosaurus,no info,no info,no info,Spain
2,Acanthopholis,no info,no info,no info,"Cretaceous,"
3,Adynomosaurus,no info,no info,no info,Spain
4,Aepisaurus,no info,no info,no info,France
5,Ajkaceratops,no info,no info,no info,Hungary
6,Allosaurus,no info,no info,no info,Tithonian)
7,Alocodon,no info,no info,no info,Portugal
8,Altispinax,no info,no info,no info,
9,Amanzia,no info,no info,no info,Switzerland
10,Ampelosaurus,no info,no info,no info,Marnes
11,Anoplosaurus,no info,no info,no info,England
12,Aragosaurus,no info,no info,no info,Berriasian)
13,Arcovenator,no info,no info,no info,(Late
14,Arenysaurus,no info,no info,no info,Spain
15,Aristosuchus,no info,no info,no info,England
16,Asylosaurus,no info,no info,no info,
17,Atsinganosaurus,no info,no info,no info,(Late
18,Aviatyrannis,no info,no info,no info,Tithonian)
19,Barilium,no info,no info,no info,England
20,Baryonyx,no info,no info,no info,
21,Betasuchus,no info,no info,no info,Netherlands
22,Blasisaurus,no info,no info,no info,Spain
23,Bothriospondylus,no info,no info,no info,England
24,Bradycneme,no info,no info,no info,Romania
25,Brighstoneus,no info,no info,no info,England
26,Burianosaurus,no info,no info,no info,Czech
27,Calamosaurus,no info,no info,no info,England
28,Calamospondylus,no info,no info,no info,England
29,Callovosaurus,no info,no info,no info,England
30,Camarillasaurus,no info,no info,no info,Spain
31,Camelotia,no info,no info,no info,"Jurassic,"
32,Canardia,no info,no info,no info,
33,Cardiodon,no info,no info,no info,
34,Ceratosuchops,no info,no info,no info,England
35,Cetiosauriscus,no info,no info,no info,England
36,Cetiosaurus,no info,no info,no info,Bathonian)
37,Chondrosteosaurus,no info,no info,no info,England
38,Compsognathus,no info,no info,no info,(Late
39,Concavenator,no info,no info,no info,
40,Craspedodon,no info,no info,no info,Belgium
41,Craterosaurus,no info,no info,no info,to
42,Cruxicheiros,no info,no info,no info,
43,Cryptosaurus,no info,no info,no info,England
44,Cumnoria,no info,no info,no info,England
45,Dacentrurus,no info,no info,no info,Lourinhã
46,Demandasaurus,no info,no info,no info,"Cretaceous,"
47,Dinodocus,no info,no info,no info,
48,Dolichosuchus,no info,no info,no info,Germany
49,Draconyx,no info,no info,no info,Portugal
50,Dracopelta,no info,no info,no info,Portugal
51,Dracoraptor,no info,no info,no info,Wales
52,Dromaeosauroides,no info,no info,no info,Denmark
53,Dubreuillosaurus,no info,no info,no info,
54,Duriatitan,no info,no info,no info,England
55,Duriavenator,no info,no info,no info,England
56,Echinodon,no info,no info,no info,England
57,Efraasia,no info,no info,no info,Germany
58,Elopteryx,no info,no info,no info,Romania
59,Emausaurus,no info,no info,no info,Germany
60,Eotyrannus,no info,no info,no info,England
61,Eousdryosaurus,no info,no info,no info,Portugal
62,Erectopus,no info,no info,no info,
63,Eucamerotus,no info,no info,no info,England
64,Eucercosaurus,no info,no info,no info,England
65,Euronychodon,no info,no info,no info,"Cretaceous,"
66,Europasaurus,no info,no info,no info,Kimmeridgian)
67,Europatitan,no info,no info,no info,"Cretaceous,"
68,Europelta,no info,no info,no info,Spain
69,Eustreptospondylus,no info,no info,no info,England
70,Fylax,no info,no info,no info,Spain
71,Galvesaurus,no info,no info,no info,Kimmeridgian
72,Garrigatitan,no info,no info,no info,(Late
73,Genusaurus,no info,no info,no info,France
74,Gideonmantellia,no info,no info,no info,Spain
75,Gigantosaurus,no info,no info,no info,England
76,Haestasaurus,no info,no info,no info,Valanginian)
77,Halticosaurus,no info,no info,no info,Germany
78,Heptasteornis,no info,no info,no info,Romania
79,Histriasaurus,no info,no info,no info,Barremian)
80,Horshamosaurus,no info,no info,no info,England
81,Hungarosaurus,no info,no info,no info,Hungary
82,Hylaeosaurus,no info,no info,no info,Formation
83,Hypselosaurus,no info,no info,no info,(Late
84,Hypselospinus,no info,no info,no info,England
85,Hypsilophodon,no info,no info,no info,Barremian)
86,Iberospinus,no info,no info,no info,
87,Iguanodon,no info,no info,no info,Lower
88,Iliosuchus,no info,no info,no info,England
89,Iuticosaurus,no info,no info,no info,"Cretaceous,"
90,Juratyrant,no info,no info,no info,England
91,Juravenator,no info,no info,no info,Germany
92,Lexovisaurus,no info,no info,no info,England
93,Liliensternus,no info,no info,no info,Rhaetian)
94,Lirainosaurus,no info,no info,no info,"Formation,"
95,Lohuecotitan,no info,no info,no info,"Cretaceous,"
96,Lophostropheus,no info,no info,no info,"Jurassic,"
97,Loricatosaurus,no info,no info,no info,Clay
98,Losillasaurus,no info,no info,no info,Kimmeridgian)
99,Lourinhanosaurus,no info,no info,no info,Tithonian)
100,Lourinhasaurus,no info,no info,no info,Portugal
101,Lusitanosaurus,no info,no info,no info,Portugal
102,Lusotitan,no info,no info,no info,Tithonian)
103,Lusovenator,no info,no info,no info,"Cretaceous,"
104,Macrurosaurus,no info,no info,no info,Albian)
105,Magnamanus,no info,no info,no info,Barremian)
106,Magnosaurus,no info,no info,no info,England
107,Magyarosaurus,no info,no info,no info,Romania
108,Mantellisaurus,no info,no info,no info,"Group,"
109,Marmarospondylus,no info,no info,no info,
110,Matheronodon,no info,no info,no info,(Late
111,Megalosaurus,no info,no info,no info,Formation
112,Metriacanthosaurus,no info,no info,no info,England
113,Miragaia,no info,no info,no info,Tithonian)
114,Mochlodon,no info,no info,no info,Santonian
115,Morelladon,no info,no info,no info,Barremian)
116,Morinosaurus,no info,no info,no info,France
117,Neosodon,no info,no info,no info,(Late
118,Neovenator,no info,no info,no info,Barremian)
119,Normanniasaurus,no info,no info,no info,France
120,Notatesseraeraptor,no info,no info,no info,Switzerland
121,Nuthetes,no info,no info,no info,England
122,Oceanotitan,no info,no info,no info,Portugal
123,Ohmdenosaurus,no info,no info,no info,Germany
124,Oligosaurus,no info,no info,no info,Austria
125,Oplosaurus,no info,no info,no info,England
126,Ornithodesmus,no info,no info,no info,England
127,Ornithomerus,no info,no info,no info,Austria
128,Ornithopsis,no info,no info,no info,England)
129,Orthomerus,no info,no info,no info,Netherlands
130,Ostromia,no info,no info,no info,Germany
131,Owenodon,no info,no info,no info,England
132,Paludititan,no info,no info,no info,Romania
133,Pararhabdodon,no info,no info,no info,Spain
134,Pareisactus,no info,no info,no info,Spain
135,Pelecanimimus,no info,no info,no info,
136,Pelorosaurus,no info,no info,no info,Hauterivian)
137,Pendraig,no info,no info,no info,Rhaetian)
138,Phyllodon,no info,no info,no info,Portugal
139,Piveteausaurus,no info,no info,no info,Callovian)
140,Plateosaurus,no info,no info,no info,Trossingen
141,Pneumatoraptor,no info,no info,no info,Hungary
142,Poekilopleuron,no info,no info,no info,
143,Polacanthus,no info,no info,no info,England
144,Portellsaurus,no info,no info,no info,Barremian)
145,Priodontognathus,no info,no info,no info,
146,Proa,no info,no info,no info,Spain
147,Proceratosaurus,no info,no info,no info,
148,Procompsognathus,no info,no info,no info,Germany
149,Pterospondylus,no info,no info,no info,Germany
150,Pyroraptor,no info,no info,no info,(Late
151,Regnosaurus,no info,no info,no info,Berriasian
152,Rhabdodon,no info,no info,no info,"Saint-Chinian,"
153,Riabininohadros,no info,no info,no info,Crimea
154,Riparovenator,no info,no info,no info,England
155,Ruehleia,no info,no info,no info,Germany
156,Saltriovenator,no info,no info,no info,Italy
157,Sarcolestes,no info,no info,no info,England
158,Sarcosaurus,no info,no info,no info,Sinemurian)
159,Scelidosaurus,no info,no info,no info,Pliensbachian)
160,Schleitheimia,no info,no info,no info,Switzerland
161,Scipionyx,no info,no info,no info,Italy
162,Sciurumimus,no info,no info,no info,Germany
163,Soriatitan,no info,no info,no info,Hauterivian)
164,Stenopelix,no info,no info,no info,
165,Streptospondylus,no info,no info,no info,Jurassic
166,Struthiosaurus,no info,no info,no info,Gosau
167,Syngonosaurus,no info,no info,no info,England
168,Tamarro,no info,no info,no info,Spain
169,Tanystrosuchus,no info,no info,no info,Germany
170,Tarascosaurus,no info,no info,no info,France
171,Tastavinsaurus,no info,no info,no info,Barremian)
172,Taveirosaurus,no info,no info,no info,Maastrichtian)
173,Teinurosaurus,no info,no info,no info,France
174,Telmatosaurus,no info,no info,no info,Romania
175,Tethyshadros,no info,no info,no info,Italy
176,Thecocoelurus,no info,no info,no info,England
177,Thecodontosaurus,no info,no info,no info,England
178,Thecospondylus,no info,no info,no info,Hauterivian)
179,Torvosaurus,no info,no info,no info,(Middle
180,Transylvanosaurus,no info,no info,no info,Romania
181,Trimucrodon,no info,no info,no info,Portugal
182,Tuebingosaurus,no info,no info,no info,Germany
